Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
knowledge-is-power,,,80,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,80.0,,,,,,,,60,,80.0,65.0,,,,60,,65,,,,,80,,,75,,,,,,80.0,,,,,,70,,,,,,,,,60.0,70,,,,,,,,,,,70.0,,,,70.0,,,50,,,,,,,,,,,,,,,,,,,,75.0,70.0,,,,,81.0,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherlock-holmes-the-devils-daughter,,,70,,,,,,,,,,,,,,,,,70.0,60,,,,,,,,,,,,75.0,,,,,,60,,77.0,,,80.0,,70,,65,,,,,,,,77,,81.0,,,,65.0,,,,,,75,,,,63.0,,,,,70.0,,,,78,,,,,,,,,,,,,,85.0,,,65.0,,,,,,,,,,,,70.0,,,,60.0,,,,70,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,60,,,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,,68.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actraiser-renaissance,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,70.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,60.0,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,
songbringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,80,65.0,,,,70,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,65,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butcher,,,70,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,60.0,,,,,,,60,,70.0,,,,,80,,80,,,,,78,,,,,,,,,85.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,76.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afterparty,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,95.0,,,,,,,,,77,65,,,60,,,,,,,,,,70.0,,,,,,,,,,,,70,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batman-the-enemy-within---episode-1-the-enigma,,,,,,,,,,,,,,,,,,,,,,,,70.0,,65.0,70,,,,,,,,65,,,,,,,,80,75.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-fishermans-tale,,,80,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,90.0,,,,,,,,,,,65,60.0,,70,,70,,,,,,,,78,,,,,,,,,,,,,,,,,80.0,,,,65.0,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheltered,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60,,80,,70.0,,,70.0,,60,,,,70.0,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,80.0,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tales-of-symphonia-remastered,,,,,,,,,,,,,,,,,,,,,,82.0,60.0,,,,,,,,,,,,,,,,,,,,,65.0,,70,,,,,,,,,,65,,74.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,
lost-ember,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,70,,,,,,,,,,,,60,,70.0,,95,65.0,,40,,90,,,,,84,,,63,,,,,,,,,,,,80,80.0,,,,70.0,75.0,,,,,,,,,,,,,,80,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,60.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom-nom-galaxy,,,80,60.0,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,50.0,,,,80,,,,,,,,,,80,74.0,,,,,,,,,75,,72.0,,,,,,,,,,70,,,,,,,,,,,70,80.0,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlight-directors-cut,,60.0,,,,,,,,,,,,,,,,,,75.0,,,,,,65.0,,,,,,60.0,70.0,,,78,,,,60.0,,,55,,,60,74.0,,,80.0,,,75,,,78,,80.0,,80.0,,,,,,,,80,,,,,,,,,,,,,,,,75.0,,,70,,,,,,80.0,,,,,40.0,,,,,,,,,,,,,,,,,,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,80.0,,,,,80.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sundered,,,60,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,64,,,,,75.0,,80,80.0,,60,,70,78,,,,,,,,,80.0,,,,,,,,,,,,,,73.0,,,,,85.0,,,,,,,25.0,,,,,,,60,,,,92.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,60.0,,,,,,,,,,,,,,,,78,,,,,70,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starlink-battle-for-atlas,,,50,,,,,,78.0,,,,,,,,,,,,,,,,,83.0,,70.0,,,87.0,70.0,,,,,,,,,,,75,80.0,,60,,,70,,,,,,,,,,,,,,,,,,68.0,,,,,,70.0,70.0,,,80.0,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resident-evil-revelations,,,,,,,,,70.0,,,,,,,,,,,75.0,,65.0,70.0,70.0,,84.0,,,,,,,,,,80,,,,70.0,70.0,,65,75.0,,50,,,,,60.0,,79,80,,68,,76.0,,70.0,72.0,,,,,,,70,,,,,,,,,,,50,,78,,,,,,,,75.0,,,,60.0,,80.0,,,,,,,,,,,,,,,,,72.0,,,,75.0,,,,,80.0,,,,,,,,85,,,,,,,,,,60.0,,,80.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto-expansion,,,,,,,,,,,,,,,,,,,,,,,,60.0,,78.0,,70.0,,,,,,70,,,,,,,,,,65.0,,70,,75,,,75.0,,76,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styx-master-of-shadows,,,60,,,,,,71.0,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,71.0,,,,,,,,86.0,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
god-eater-resurrection,,,,,,,,,,,60.0,,,,,,,,,,,,,,,77.0,,,,,,70.0,,,,,,,,70.0,70.0,,,80.0,,,,,,,,,75,,,74,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,60,70.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,65,,,,,,,,80.0,,70.0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senran-kagura-peach-beach-splash,,,,,,,,,,,,,,,,,,,,,,,78.0,50.0,,80.0,,,,,,,,,,,70,,70,,60.0,,75,,,60,,80,,,,,70,80,,67,,,,,,,,,,,,,,,,,,,,,,,75,70.0,,,,70.0,,,,,60.0,,,,70.0,,,80,,85.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,40.0,,,,75.0,,,,,,70.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-walking-dead-michonne---episode-1-in-too-deep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,50.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,60.0,,,,,76.0,,,,,,,65,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code-vein,,,60,,70.0,40.0,,,83.0,,,,,,,,,80.0,,72.0,,,75.0,70.0,75.0,75.0,,70.0,,,,,80.0,70,65,85,60,,70,90.0,65.0,80.0,80,65.0,65.0,70,,80,70,65.0,50.0,,79,70,80,80,90,80.0,,84.0,,70.0,79.0,,,,80.0,80,65.0,80.0,,,65.0,55.0,,,80.0,60,75,85.0,77,68.0,,,,,,,,70.0,50,60,70.0,80.0,,75,,,,,,,,,,,...,,60,,,82.0,,,,,80.0,50,,,80.0,,,,,,,,,,,,,80.0,50.0,,50.0,,,84,70.0,,,40,72.0,,,95,,,,,,,,,,,,,,,,,,...,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotton-reboot!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,80,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,75.0,,,,,,,,,,,,,,,70,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obliteracers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,70.0,,,,,50,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demon-slayer-kimetsu-no-yaiba---the-hinokami-chronicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,70.0,,,,,,,,,,,,,85,,,,76.0,,70.0,,,,,,,,65,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,70.0,,,,,55.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turrican-flashback,,,80,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80,,,,,,,70,,,,,,,77,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,,,60,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,70.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrees-of-separation,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,72.0,90.0,60,60.0,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,60,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marvels-spider-man-turf-wars,,,,,,,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,75.0,90.0,95.0,,,,,,,,,,70,60.0,,70,74.0,65,70,65.0,,,70,,,70,70,,,,,55.0,,,,,,,,,,,,60.0,,,,,75,,,,,,,,...,,70.0,,...,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitman---episode-5-colorado,,,70,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,80.0,,75.0,,70,,80,69,,,,59,,,78,,,,,,,,,,,,,,,,,,,,,75.0,85,60,,,,,80.0,,,,,,,60,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nascar-heat-4,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,30.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe,,,70,70.0,70.0,,60.0,,,,,,,,,40,80.0,69.0,,70.0,,,80.0,70.0,70.0,78.0,,70.0,,,80.0,,83.0,,55,87,60,,80,,80.0,70.0,90,60.0,,60,,70,65,,70.0,70.0,91,,70,68,90,80.0,,62.0,,,,,,,,85,,,68.0,,,,,,,,,,,64.0,,,,,,60,90.0,,60,70,70.0,,72.0,95,,,50.0,,,,...,,,,,,,,,,70,,,,,,,,70.0,72.0,,,,,,,,,,,,,,,,,80.0,,,,,80,,71.0,,,,...,,,,,,,,,90.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-jurassic-world,,,80,,,40.0,,,,,,,,60.0,,60,,,,,,72.0,,80.0,,70.0,80,80.0,,,80.0,,,,60,75,,,80,60.0,,,75,75.0,,70,65.0,75,,,,,,,,70,,80.0,,,,,,,,72.0,,80,,,,,80.0,,,,80.0,60,70,85.0,,,,,,,,,,,60,60,,,,,,,70.0,,,,,,,,,,,70.0,80.0,,70,70.0,70.0,,40.0,60,,,,83.0,70.0,75.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nobunagas-ambition-taishi,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,65.0,,,75,,,68,,,,,,,,,,,,,,,,,,,,,,,,,79,,,70.0,,,,,,30.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regalia-of-men-and-monarchs---royal-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,70,,70.0,,55,,,70,,75,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,90.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,60,,,,,,,,70.0,,,,,,70,,,,,85,,,,,70,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no-straight-roads,,,80,,,,,,,,,,,,,40,,,,90.0,,,,,,,70,,,,65.0,100.0,,,,68,,,,,,,60,65.0,,60,70.0,,,,70.0,,,,,,,,,,,,,,,77.0,,80,,,,,,70.0,,,65.0,,,,,,,60.0,,,,,,,80,,60.0,,80.0,90,,40.0,70.0,,,,,,,,,,,,,68.0,,,,83.0,,,,,60.0,,,,,,,,80,,,,,,60.0,,,65.0,,,80.0,,,,,,67.0,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rick-and-morty-virtual-rick-ality,,,,,,,,,,,,,,,,,,,,65.0,,,70.0,,,,,,,,80.0,,,,,74,,,,,65.0,,75,75.0,,,55.0,,,65.0,,,,70,,62,,72.0,,,,,,,,,80.0,70,,,,,,,,,,70,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root-film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,
disjunction,,70.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,65,70.0,,,65.0,,,,,,75,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radical-rabbit-stew,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,60,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ancestors-the-humankind-odyssey,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,60,65.0,,60,,,,,,,,,,,,76.0,,80.0,,,,,,,,78,,,,,,,,,65.0,,70,75.0,,,,,,,,,60.0,,,,,60.0,,70,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
