Name,Slant Magazine,Forbes,The Enemy,Edge Magazine,GameCritics,Carole Quintaine,BaziCenter,PlayStation Country,Vgames,PLAY! Zine,Telegraph,New York Daily News,PlayStation Universe,The Loadout,TrueGaming,IGN Spain,Het Nieuwsblad,Meristation,IGN Japan,Daily Star,Atomix,Gaming Age,Game Rant,Digital Chumps,TheGamer,GamesRadar+,Digitally Downloaded,Screen Rant,SECTOR.sk,VGC,Areajugones,CD-Action,Cultured Vultures,Destructoid,Game Revolution,GameMAG,Gamer.no,GamesBeat,GamesHub,GameSpew,Gaming Nexus,GAMINGbible,God is a Geek,Guardian,XGN,Hobby Consolas,COGconnected,MGG Spain,Impulsegamer,PSX Brasil,IGN Brasil,PSX Extreme,GRYOnline.pl,GamingTrend,Worth Playing,Gamer.nl,Malditos Nerds,Press Start Australia,App Trigger,GamePro Germany,Video Chums,MeuPlayStation,Post Arcade (National Post),Softpedia,Gameblog.fr,Gamepressure,PlaySense,Washington Post,Push Square,TierraGamer,Games.cz,Power Unlimited,Metro GameCentral,Jeuxvideo.com,VideoGamer,Inverse,PlayStation LifeStyle,Dexerto,Eurogamer Italy,GAMES.CH,New Game Network,JeuxActu,T3,PLAY,3DJuegos,Ars Technica,Eurogamer,Giant Bomb,Kotaku,Launcher (The Washington Post),Polygon,Hardcore Gamer,We Got This Covered,Vandal,Attack of the Fanboy,TheSixthAxis,Noisy Pixel,Gamersky,Finger Guns,GamingBolt,Cubed3,Multiplayer.it,Everyeye.it,SpazioGames,But Why Tho?,Digital Spy,DualShockers,Variety,GameOver.gr,Trusted Reviews,IGN Portugal,VG247,MMORPG.com,IGN,IGN Adria,PC Games,Player 2,Siliconera,The Independent,Twinfinite,Gfinity,Checkpoint Gaming,EGM,4Players.de,INVEN,GamersRD,KeenGamer,LevelUp,IGN Italia,MGG,Game Informer,Oyungezer,GameByte,CGMagazine,The Games Machine,GameStar,The Jimquisition,Hey Poor Player,Stevivor,M3,Merlin'in Kazanı (Turkey),Android Central,IGN France,Easy Allies,PCMag,Shacknews,WellPlayed,GameSpot,AusGamers,Comicbook.com,ZTGD,GameSkinny,GameGrin,NME,Digital Trends,British GQ,CNET,The A.V. Club,The Verge,LEVEL (Czech Republic),The Sydney Morning Herald,Wccftech,LaPS4,IndieWire,Playstation Official Magazine UK,RPG Fan,RPGamer,Critical Hit,RPG Site,DarkStation,USgamer,Game World Navigator Magazine,Vice,Shindig,Game Over Online,The Mako Reactor,GameSpace,Gamer Escape,NPR,Gamereactor UK,Eurogamer Poland,Gamers Heroes,Quarter to Three,Mashable,Pure Playstation,Gamers' Temple,The Escapist,Gamereactor Spain,GGRecon,The So Videogames Podcast,Gamereactor Finland,Movies Games and Tech,Road to VR,Eurogamer Germany,UploadVR,GameCrate,The Digital Fix,Hot Games,GamePro,Sports Gaming Network,GamerWeb Sega,Da Gameboyz,Gaming Maxx,Dreamcast HQ,Happy Puppy,DC Swirl,The Indie Game Website
tennis-world-tour-2,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,48.0,,,,,,,60,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matchpoint-tennis-championships,,,,,,,,,,,,,,,,,,,,,,67.0,,,40,,40.0,,,,,,,,,,,,,70.0,,,,,,73.0,,,56,,,,,,,,70,,,,,,,,,,,,60,,,,,,,,,,70.0,66.0,,35.0,,,...,,,,,,,,,55.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,30,,,70.0,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clid-the-snail,,,,,,,,,,,,,,,,70.0,,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,60.0,,,,,,,,...,,,,,,,,,,,,75.0,,50.0,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,63.0,,,,,,66.0,,,,,,,,,,,,65.0,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanted-dead,0.0,,,40.0,,,60.0,,,,,,70,,65.0,,,,,,,,,,,,,,,,,,,75,,,,,,50.0,80,,,,,,79.0,,,70.0,,,,,,,,,70.0,,57.0,,,,,,35.0,,50,,,,,,,,75.0,,,,,,,,,,...,,,,,80.0,,70.0,70.0,,75.0,,70.0,,,,,55,,,,,,,,,,40,50.0,,,,,50.0,,40.0,,47.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,
gungrave-gore,,,,40.0,,,,60.0,,,,,70,,,,,,,,,,,,50,,30.0,,,,,,60.0,70,,,,,60.0,50.0,,,60,,,65.0,60.0,,,65.0,,,,80,59.0,,,50,,,,,,70.0,,,55.0,,40,,,,,,,,,,,84.0,,55.0,,40.0,...,,,,,,,60.0,,72.0,,60,60.0,,70.0,,,,,,,,,,,,,,,,60.0,50.0,,60.0,,,,50.0,,,75.0,65.0,,,55.0,,,,,,81.0,,,40.0,,,,,,,,,70.0,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dungeons-dragons-dark-alliance,,,,,35.0,,,50.0,,40.0,,,80,,,,,,,,,,70.0,62.0,,,30.0,,,,,,70.0,,,50.0,,60,,50.0,65,,,,,70.0,,,68,,,,,,75.0,,,,,64.0,,,,,,,,,70,,,,30,55,,,60.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60,,,,,,,,,,,,,,72,50.0,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,
the-last-oricru,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,65.0,,,,,,,65.0,45,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,...,,,,,,,,,,,,,,40.0,,,50.0,,,,,,,,,,,,,,,,,,,,65.0,,,,78.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-tales-from-the-borderlands,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,70.0,,,,,30,,50.0,45.0,,,,,,60.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,...,,,,,75.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recompile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necromunda-hired-gun,,,,,,,,,,,,,70,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,65,,,70.0,,,,,,,,,,,,,,,,,,,,,,,30,,,,,50,,,,,,,,,,60.0,,,,,,,,,,,,,,,70.0,,,,,,40,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx-vs-atv-legends,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,70.0,,,70,,,,68.0,,56,,,,,,,,,,,,,,,80.0,,,50.0,,30,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,50.0,,,65,62,,,,,,,,,,,,,,,,,40,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand-theft-auto-the-trilogy---the-definitive-edition,,,,,,,65.0,,,,,,70,,,,,,,,80.0,,,,,,,50,,60.0,,,,45,50,30.0,,,,,70,,50,40.0,,80.0,50.0,,52,,,,,50,,,,65,60.0,,,,,,70.0,,,,50,50.0,30.0,35.0,50,70,60.0,,,,,,,80.0,,60.0,,,,,,,...,60.0,,,,,,59.0,,,,65.0,60,76,,,,,50.0,,,,,50,30.0,,,,,,,50.0,,,,,,48.0,58.0,50.0,,,,20.0,,,,80.0,,,,,,,,,55.0,,,40,,,,60.0,,,,,,40.0,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
werewolf-the-apocalypse---earthblood,30.0,,,,60.0,,,60.0,,,,,70,,,,20.0,60.0,,,,16.0,,40.0,,,,,,,,,,,,,,,,60.0,,,50,,,64.0,,,,,,,,,49.0,,,,,,,,,,,,70.0,,50,,,,,35,,,50.0,,,,,55.0,,,...,,...,,,,,,,60.0,,50,,,80.0,,,55.0,50,,,,,,40.0,,40.0,,,,,,,,,60.0,,,,58.0,,,,,,,,,,50.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,50.0,,50.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,
dragon-ball-the-breakers,,,,,,,,,,45.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,60,60.0,,,,,,,,,,,,55.0,,,...,,,,,,,,,60.0,,40,,,,60.0,,,,,60,,,,40.0,,,,,50,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-nightmare,,,,,,,,40.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,45.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,70,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,30.0,,,,85.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balan-wonderworld,,,,,,,,,30.0,,,,50,,,,,,50.0,,,,,,,,,40,,,,,,55,,,,,,60.0,,,,,,68.0,60.0,,,,,,,,65.0,,,,,,82.0,,,,,,55.0,,30,,,,,45,20.0,,45.0,,,,,,,70.0,,,...,,,,,,,55.0,,60,50.0,,,,60.0,70.0,55,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,40.0,,,,,50.0,45.0,,60,,50,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zorro-the-chronicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,30.0,,,,,,,50.0,,,,,,,,,,,,,,53.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-brawls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,40.0,,,,,,,,40.0,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,30,,30.0,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,50.0,,,,,,,,,,,,,,,50.0,,42.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylons-fall,,,,,,,,,,30.0,,,40,,,,40.0,,,,60.0,,,,,,60.0,...,,20.0,,,,50,,,,,,50.0,,,30,,,,60.0,,,35.0,,,,,35.0,,,,,,,,,,,,25.0,,30,60.0,40.0,,20,60,,,50.0,20.0,50.0,,,,,20.0,...,,,,,,,,,,40.0,30,,,,,,55.0,50,45,,,,,,,,,,40,,50.0,,,,40.0,,35.0,,,,40.0,,60.0,50.0,,,,,20.0,58.0,,,,,,,,30.0,,,50,30.0,,,,40.0,40,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
efootball-2022,,,,,,,20.0,,,60.0,,,,,,,,30.0,,,,,,,,30,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,62.0,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
